SNOMED;Diagnóstico;Topografia;DesProcedimento;CID_Preditos;Metodo_Utilizado;Status_Regra;CID;Descrição CID;Classificação Final (2025)
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C90;Mieloma múltiplo e neoplasias malignas de plasmócitos;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C93;Leucemia monocítica;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C94;Outras leucemias de células de tipo especificado;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C95;Leucemia de tipo celular não especificado;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C96;Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-97661;Lymphomatoid granulomatosis;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;C97;Neoplasias malignas de localizações múltiplas independentes (primárias);Não vinculado
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D460;Anemia refratária sem sideroblastos;CR Neoplasias Hematológicas
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D461;Anemia refratária com sideroblastos;CR Neoplasias Hematológicas
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D462;Anemia refratária com excesso de blastos;CR Neoplasias Hematológicas
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D463;Anemia refratária com excesso de blastos com transformação;CR Neoplasias Hematológicas
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D464;Anemia refratária, não especificada;CR Neoplasias Hematológicas
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D467;Outras síndromes mielodisplásicas;CR Neoplasias Hematológicas
M-97181;Lymphomatoid papulosis;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D469;Síndrome mielodisplásica, não especificada;CR Neoplasias Hematológicas
M-95300;Lymphoplasmacyte-rich meningioma;Tumor meningotelial rico em linfócitos;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-95300;Lymphoplasmacyte-rich meningioma;meningioma lymphoplasmacyte-rich;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-96713;Lymphoplasmacytic lymphoma;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-99701;Lymphoproliferative disorder, NOS;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-99701;Lymphoproliferative disorder, NOS;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;C96;Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-99701;Lymphoproliferative disorder, NOS;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D47;Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-99701;Lymphoproliferative disorder, NOS;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D89;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte;CR Neoplasias Hematológicas
M-92523;Malignant diffuse tenosynovial giant cell tumour;tecido mole;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-92523;Malignant diffuse tenosynovial giant cell tumour;Tumor de células gigantes sinoviais difuso maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-88303;Malignant fibrous histiocytoma;tecido_mole;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-92513;Malignant giant cell tumour of soft tissues;Tumor de células gigantes maligno das partes moles;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-87113;Malignant glomus tumour;partes_moles;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-87113;Malignant glomus tumour;pericitar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;;;
M-87113;Malignant glomus tumour;vascular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-95803;Malignant granular cell tumour;neuroendocrino_orgaos_nao_endocrinos;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-95803;Malignant granular cell tumour;musculo_esqueletico_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-95803;Malignant granular cell tumour;tecido_mole;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-95803;Malignant granular cell tumour;neuroendocrino_orgaos_nao_endocrinos_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C4A8;;
M-95803;Malignant granular cell tumour;tecido_mole_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-95803;Malignant granular cell tumour;musculo_esqueletico;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-91503;Malignant haemangiopericytoma;Tumor vascular;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-91503;Malignant haemangiopericytoma;Tumor vascular;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-91503;Malignant haemangiopericytoma;pericitar;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-91503;Malignant haemangiopericytoma;partes moles;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-86503;Malignant Leydig cell tumour;testículo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Urológicos;C62;Neoplasia maligna dos testículos;CR Tumores Urológicos
M-95903;Malignant lymphoma, NOS;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C85;Linfoma não-Hodgkin de outros tipos e de tipo não especificado;CR Neoplasias Hematológicas
M-87203;Malignant melanoma, NOS;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores Cutâneos;C42;;
M-87203;Malignant melanoma, NOS;pele;Não informado;Nenhum_CID_encontrado;REGRA;Tumores cutâneos;C43;Melanoma maligno da pele;CR Tumores Cutâneos
M-87203;Malignant melanoma, NOS;pele;Não informado;Nenhum_CID_encontrado;REGRA;Tumores cutâneos;C439;Melanoma maligno de pele, não especificado;CR Tumores Cutâneos
M-87203;Malignant melanoma, NOS;pele;Não informado;Nenhum_CID_encontrado;REGRA;Tumores cutâneos;C44;Outras neoplasias malignas da pele;CR Tumores Cutâneos
M-87203;Malignant melanoma, NOS;pele;Não informado;Nenhum_CID_encontrado;REGRA;Tumores cutâneos;C449;Neoplasia maligna da pele, não especificada;CR Tumores Cutâneos
M-95303;Malignant meningioma;meninge;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C70;Neoplasia maligna das meninges;CR Tumores do Sistema Nervoso Central
M-95303;Malignant meningioma;Tumor cerebral;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C70;Neoplasia maligna das meninges;CR Tumores do Sistema Nervoso Central
M-90503;Malignant mesothelioma;pleura_pericardio_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C45;Mesotelioma;CR Tumores do Pulmão e Tórax
M-89403;Malignant mixed tumour, NOS;tumor misto maligno de tecidos moles, NOS.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;;;
M-89403;Malignant mixed tumour, NOS;tumor misto maligno da bainha do nervo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-89403;Malignant mixed tumour, NOS;tumor misto maligno de tecidos moles;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;;;
M-89403;Malignant mixed tumour, NOS;tumor misto maligno da bainha neural;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-89403;Malignant mixed tumour, NOS;tumor misto maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;;;
M-89403;Malignant mixed tumour, NOS;tumor misto maligno de partes moles;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-89803;Malignant müllerian mixed tumour, MMMT (carcinosarcoma);carcinosarcoma;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-89803;Malignant müllerian mixed tumour, MMMT (carcinosarcoma);tumor misto maligno mülleriano;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-89803;Malignant müllerian mixed tumour, MMMT (carcinosarcoma);carcinossarcoma;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-89823;Malignant myoepithelioma;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-89823;Malignant myoepithelioma;glândulas_salivares_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-89823;Malignant myoepithelioma;glândulas_salivares_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-89823;Malignant myoepithelioma;partes_moles;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-89823;Malignant myoepithelioma;glândulas_salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-89823;Malignant myoepithelioma;glândulas_salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-89823;Malignant myoepithelioma;glândulas_salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-89823;Malignant myoepithelioma;glândulas;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;;;
M-95403;Malignant peripheral nerve sheath tumour (MPNST), NOS;Tumor maligno da bainha neural;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;CR Tumores do Sistema Nervoso Central
M-89903;Malignant phosphaturic mesenchymal tumour;tumores_mesenquimatosos_pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-89633;Malignant rhabdoid tumour;tecido_mole;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e Tumores Ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-86403;Malignant Sertoli cell tumour;tumores_pecomatosos;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-85903;Malignant sex cord-gonadal stromal tumour;tecido gonadal;Não informado;Nenhum_CID_encontrado;RAG;INDET;C569;;
M-84033;Malignant spiradenoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-84003;Malignant sweat gland tumour;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-09400;Malignant tumour, negative resection margin;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-09402;Malignant tumour, positive resection margin;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-96993;MALT lymphoma;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-96993;MALT lymphoma;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C889;Doença imunoproliferativa maligna, não especificada;CR Neoplasias Hematológicas
M-96993;MALT lymphoma, extranodal;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-96993;MALT lymphoma, extranodal;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C859;Linfoma não-Hodgkin de tipo não especificado;CR Neoplasias Hematológicas
M-96993;MALT lymphoma, nodal;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C85;Linfoma não-Hodgkin de outros tipos e de tipo não especificado;CR Neoplasias Hematológicas
M-96733;Mantle cell lymphoma;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C83;Linfoma não-Hodgkin difuso;CR Neoplasias Hematológicas
M-96993;Marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT);Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-96993;Marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT);Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C889;Doença imunoproliferativa maligna, não especificada;CR Neoplasias Hematológicas
M-97423;Mast cell leukaemia;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C96;Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-97403;Mast cell sarcoma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C96;Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-97401;Mast cell tumour, NOS;tecido conjuntivo;Não informado;Nenhum_CID_encontrado;RAG;INDET;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-97401;Mastocytoma, extracutaneous;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-97413;Mastocytosis, aggressive systemic;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-97401;Mastocytosis, cutaneous;pele;Não informado;Nenhum_CID_encontrado;RAG;INDET;D471;Doença mieloproliferativa crônica;CR Neoplasias Hematológicas
M-97411;Mastocytosis, indolent systemic;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-97401;Mastocytosis, NOS;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;RAG;INDET;D472;Gamopatia monoclonal;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic aggressive;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-97411;Mastocytosis, systemic indolent;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Granulomatose linfomatoide do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;;;
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides do pulmão: Introdução;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;D474;;
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Linfoma difuso de grandes células B do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C83;Linfoma não-Hodgkin difuso;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Linfoma difuso de grandes células B do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C349;Neoplasia maligna do brônquio e do pulmão, não especificada;CR Tumores do Pulmão e Tórax
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Linfoma intravascular de grandes células B do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Linfoma intravascular de grandes células B do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C889;Doença imunoproliferativa maligna, não especificada;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Linfoma MALT do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;;;
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Doença de Erdheim-Chester pulmonar;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D474;;
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Histiocitose de células de Langerhans pulmonar;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D47;Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D471;Doença mieloproliferativa crônica;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D473;Trombocitemia essencial (hemorrágica);CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D474;;
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D479;Neoplasia de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos, não especificada;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D898;Outros transtornos especificados que comprometem o mecanismo imunitário não classificados em outra parte;CR Neoplasias Hematológicas
M-97413;Mastocytosis, systemic, with associated haematological clonal non-mast cell disorder;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D899;Transtornos não especificados que comprometem o mecanismo imunitário;CR Neoplasias Hematológicas
M-90800;Mature teratoma, extratesticular;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-99863;MDS (myelodysplastic syndrome) associated with isolated del(5q);Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D464;Anemia refratária, não especificada;CR Neoplasias Hematológicas
M-99893;MDS (myelodysplastic syndrome), NOS;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D46;Síndromes mielodisplásicas;CR Neoplasias Hematológicas
M-99753;MDS/MPN (myelodysplastic/myeloproliferative neoplasm), unclassifiable;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-85103;Medullary carcinoma;neuroendocrino_orgaos_nao_endocrinos;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-83453;Medullary carcinoma of thyroid;tireoide_neuroendocrino;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C739;;
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C83;Linfoma não-Hodgkin difuso;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C839;Linfoma não-Hodgkin difuso, não especificado;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C84;Linfomas de células T cutâneas e periféricas;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C849;;
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C85;Linfoma não-Hodgkin de outros tipos e de tipo não especificado;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C859;Linfoma não-Hodgkin de tipo não especificado;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C88;Doenças imunoproliferativas malignas;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C889;Doença imunoproliferativa maligna, não especificada;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C90;Mieloma múltiplo e neoplasias malignas de plasmócitos;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C909;;
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C919;Leucemia linfóide, não especificada;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C929;Leucemia mielóide, não especificada;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C95;Leucemia de tipo celular não especificado;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C959;Leucemia não especificada;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D46;Síndromes mielodisplásicas;CR Neoplasias Hematológicas
M-85123;Medullary carcinoma with lymphoid stroma;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;D469;Síndrome mielodisplásica, não especificada;CR Neoplasias Hematológicas
M-94743;Medulloblastoma, anaplastic;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-94703;Medulloblastoma, classic;cerebelo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C717;Neoplasia maligna do tronco cerebral;CR Tumores do Sistema Nervoso Central
M-94713;Medulloblastoma, desmoplastic;cerebelo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C717;Neoplasia maligna do tronco cerebral;CR Tumores do Sistema Nervoso Central
