SNOMED;Diagnóstico;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-97093;Lymphoma, primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell;
M-95973;Lymphoma, primary cutaneous follicle centre;
M-95973;Lymphoma, primary cutaneous follicle centre;
M-97093;Lymphoma, primary cutaneous T-cell, NOS;
M-97093;Lymphoma, primary cutaneous T-cell, NOS;
M-97093;Lymphoma, primary cutaneous T-cell, NOS;
M-97093;Lymphoma, primary cutaneous T-cell, NOS;
M-97093;Lymphoma, primary cutaneous T-cell, NOS;
M-97093;Lymphoma, primary cutaneous T-cell, NOS;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
